,,,,,,,,,,,,
,YEAR,MONTH,DAY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,MAXIMUM_WATER_HEIGHT,DEATHS,TOTAL_DEATHS
,1934,12,4,130,6.9,CHILE,NORTHERN CHILE,-19.5,-69.5,,,
,1934,12,12,,,PAPUA NEW GUINEA,BISMARCK SEA,-4.2,152.2,,,
,1935,5,30,,7.5,PAKISTAN,QUETTA,29.5,66.8,,,60000
,1935,7,19,,6.5,JAPAN,JAPAN,36.6,141.4,0.2,,
,1935,9,20,30,7.8,PAPUA NEW GUINEA,BISMARCK SEA,-3.824,141.416,,,
,1935,10,12,10,7.2,JAPAN,SANRIKU,39.9,143.7,0.3,,
,1935,10,18,10,7,JAPAN,SANRIKU,40.7,144.3,0.2,,
,1935,11,21,8,,USA,HAWAII,19.5,-155.5,,,
,1935,11,25,,6.5,INDONESIA,CELEBES SEA,5.5,94,,,
,1935,12,18,,6,CHINA,SICHUAN PROVINCE,28.7,103.6,,,100
,1935,12,28,33,7.9,INDONESIA,SW. SUMATRA,0.001,98.25,,,
,1936,2,2,,,NEW ZEALAND,"GOOSE BAY, SOUTH ISLAND",,,,,
,1936,2,25,,,NAURU,"NAURU, OCEAN ISLAND",-0.5,166.9,,,
,1936,4,1,60,7.7,INDONESIA,SULAWESI,4.5,126.5,3,,
,1936,7,13,60,7.3,CHILE,NORTHERN CHILE,-24.5,-70,1,,1
,1936,8,23,,7.3,INDONESIA,OFF NORTHWEST COAST,6.1,94.7,,,9
,1936,9,13,,,NORWAY,LOEN,61.87,6.851,74,73,73
,1936,10,27,,,USA,"LITUYA BAY, AK",58.6,-137.1,149.35,,
,1936,11,2,40,7.7,JAPAN,SANRIKU,38.2,142.2,0.7,,
,1936,11,13,,7.3,RUSSIA,KAMCHATKA,55.2,164,13,,
,1937,5,29,,,PAPUA NEW GUINEA,RABAUL,-4.271,152.203,2.5,,507
,1937,8,20,60,7.5,PHILIPPINES,W. LUZON ISLAND,14.5,121.5,,,1
,1937,9,21,33,5.7,RUSSIA,KAMCHATKA,56,162.5,,,
,1937,9,21,,5.8,USA,"BERING SEA, AK",58,-165,,,
,1937,9,22,,5.8,RUSSIA,KAMCHATKA,58,165,,,
,1937,11,6,33,6,INDONESIA,BANDA SEA,-3,132.3,0.5,,
,1938,1,28,,,CONGO,NYAMURAGIRA,-1.408,29.2,,,
,1938,2,1,,8.5,INDONESIA,BANDA SEA,-5.25,130.5,1,,
,1938,2,13,,6,INDONESIA,BANDA SEA,-3,132.3,0.5,,
,1938,3,6,,,PAPUA NEW GUINEA,SOLOMON SEA,-5.1,153.1,0.03,,
,1938,3,22,16,6.3,CANADA,BRITISH COLUMBIA,52.2,-131.9,,,
,1938,3,,,,NORWAY,WESTERN NORWAY,62.333,6.967,,,
,1938,5,12,,7.5,PAPUA NEW GUINEA,SOLOMON SEA,-6,147.8,,,
,1938,5,19,,7.6,INDONESIA,MAKASSAR STRAIT,-1,120,3,17,17
,1938,5,23,,7.1,JAPAN,JAPAN TRENCH,36.7,141.4,0.83,,
,1938,5,28,,6.1,JAPAN,E. HOKKAIDO ISLAND,43.6,144.3,0.9,1,1
,1938,6,10,35,7.6,JAPAN,RYUKYU ISLANDS,25.321,125.115,1.5,,
,1938,9,21,,,USA,NEW JERSEY COAST,39.95,-74.12,,,
,1938,11,5,30,7.7,JAPAN,SANRIKU,37.1,141.7,0.57,,1
,1938,11,5,30,7.6,JAPAN,SANRIKU,37.2,141.7,0.56,,
,1938,11,6,0,7.5,JAPAN,OFF FUKUSHIMA PREFECTURE,37.5,141.8,1.26,,
,1938,11,6,20,7.1,JAPAN,OFF FUKUSHIMA PREFECTURE,37,141.7,1.25,,
,1938,11,9,20,6.5,JAPAN,SANRIKU,37.6,141.2,,,
,1938,11,10,25,8.2,USA,"SHUMAGIN ISLANDS, AK",55.48,-158.37,0.3,,
,1938,11,13,60,6,JAPAN,SANRIKU,37,141.5,0.75,,
,1938,11,16,30,6.9,JAPAN,SANRIKU,37.4,141.6,,,
,1938,11,22,10,6.9,JAPAN,SANRIKU,36.7,142.1,0.3,,
,1938,11,30,50,7,JAPAN,SANRIKU,37,142.2,0.2,,
,1939,1,25,60,8.3,CHILE,CENTRAL CHILE,-36.25,-72.25,,,30000
,1939,1,27,15,,ITALY,CALABRIAN ARC,38.5,14.7,,,
,1939,1,30,35,7.7,PAPUA NEW GUINEA,SOLOMON SEA,-7.08,155.386,,,5
,1939,3,20,20,6.6,JAPAN,SEIKAIDO,32.3,132,0.8,,1
,1939,4,18,100,7.4,CHILE,NORTHERN CHILE,-27,-70.5,,,
,1939,4,30,35,7.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.295,159.234,10.5,12,12
,1939,5,1,,7,JAPAN,NW. HONSHU ISLAND,40.1,139.5,1.2,,27
,1939,5,6,110,6.5,PHILIPPINES,"TAYABAS BAY, SULU SEA",13.5,121.25,,,
,1939,5,8,16,6.5,PORTUGAL,AZORES,37.053,-24.427,,,
,1939,6,22,13,6.4,GHANA,GOLD COAST,5.18,-0.13,,,
,1939,8,15,,5.6,CUBA,SANTA CLARA,22.2,-79.1,,,
,1939,12,21,150,8,INDONESIA,N. MOLUCCAS ISLANDS,0,123,,,
,1939,12,26,35,7.7,TURKEY,SOUTH BLACK SEA,39.77,39.533,0.53,,32700
,1940,1,15,15,5.1,ITALY,NORTHERN SICILY,38.067,13.467,,,
,1940,5,24,60,8.2,PERU,CENTRAL PERU,-10.5,-77,2,,179
,1940,8,1,10,7.5,JAPAN,W. HOKKAIDO ISLAND,44.2,139.5,3.5,10,10
,1940,8,31,,,NORWAY,NORTHERN NORWAY,65.883,13.167,,,
,1940,10,4,75,7.3,CHILE,NORTHERN CHILE,-22,-71,,,
,1940,10,11,33,7,CHILE,SOUTHERN CHILE,-41.5,-74.5,,,
,1941,1,13,15,7.4,PAPUA NEW GUINEA,BISMARCK SEA,-4.175,152.071,0.15,,4
,1941,2,9,,6.6,USA,NORTHERN CALIFORNIA,40.5,-125.25,,,
,1941,3,16,,,ITALY,CALABRIAN ARC,38.3,12.2,,,
,1941,6,26,55,7.6,INDIA,"ANDAMAN SEA, E. COAST INDIA",12.5,92.5,1.5,,
,1941,11,18,10,7.4,JAPAN,SEIKAIDO,32,132.1,1.2,2,2
,1941,11,25,,8.3,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,37.417,-18.983,0.1,,
,1941,12,5,,7.6,COSTA RICA,COSTA RICA-PANAMA,8.7,-83.2,0.23,,6
,1941,12,6,,6.9,COSTA RICA,COSTA RICA-PANAMA,8.5,-84,0.1,,
,1942,5,22,130,5.8,COLOMBIA,COLOMBIA,4.6,-74.5,1,,
,1942,8,24,60,8.2,PERU,S. PERU,-15,-76,2,,30
,1943,4,6,35,8.2,CHILE,CENTRAL CHILE,-30.75,-72,1,,11
,1943,6,13,20,7.1,JAPAN,SE. HOKKAIDO ISLAND,41.2,143.3,0.6,,
,1944,4,9,,,USA,"COLUMBIA RIVER VALLEY, WA",,,9.14,,
,1944,8,20,,,ITALY,STROMBOLI ISlAND,38.789,15.213,,,
,1944,9,14,,,USA,NEW JERSEY COAST,38.933,-74.9,,,
,1944,12,7,30,8.1,JAPAN,OFF SOUTHEAST COAST KII PENINSULA,34,137.1,10,1223,1223
,1944,,,,,USA,"CONEY ISLAND, NY",40.3,-74,,,
,1945,1,12,33,7.1,JAPAN,TOKAIDO,34.7,137.2,1,,2306
,1945,2,10,20,7.3,JAPAN,SANRIKU,40.9,142.1,0.4,,2
,1945,11,27,,8,PAKISTAN,MAKRAN COAST,24.5,63,17,4000,4000
,1946,4,1,15,8.6,USA,"UNIMAK ISLAND, AK",53.492,-162.832,42,167,167
,1946,6,23,,7.3,CANADA,BRITISH COLUMBIA,49.87,-124.92,9,,
,1946,8,2,60,7.9,CHILE,NORTHERN CHILE,-26.5,-70.5,,,2
,1946,8,4,15,7.9,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.25,-69,5,1790,1790
,1946,8,8,15,7.5,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.5,-69.5,0.6,75,75
,1946,9,30,70,7,PERU,S. PERU,-14,-76.25,,,
,1946,11,1,40,7,USA,"ANDREANOF ISLANDS, AK",51.5,-174.5,,,
,1946,11,13,,,RUSSIA,N. KURIL ISLANDS,48.1,153.1,,,
,1946,12,20,20,8.1,JAPAN,HONSHU: S COAST,33,135.6,6.6,1362,1362
,1947,1,,,,USA,HAWAII,,,,,
,1947,3,25,12,7.1,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.85,178.87,10,,
,1947,5,17,12,6.9,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.42,178.88,6,,
,1947,10,6,28,6.9,GREECE,"PELOPONNESUS, GREECE",37,22,1,,3
,1947,11,4,33,7,JAPAN,W. HOKKAIDO ISLAND,43.8,141,2,,
,1948,1,24,33,8.3,PHILIPPINES,SULU SEA,10.5,122,,2,74
,1948,2,9,40,7.1,GREECE,"DODECANESE, KARPATHOS IS.",35.5,27.2,2.5,,
,1948,4,17,40,7.2,JAPAN,TOKAIDO,33.1,135.6,0.6,,
,1948,4,22,15,6.5,GREECE,IONIAN SEA,38.532,20.427,1,,2
,1948,5,23,,6,CHINA,SHANDONG PROVINCE,37.2,121.8,3,,
,1948,6,1,,6.3,INDONESIA,OFF NORTHWEST COAST,6,95,,,
,1948,9,8,33,7.8,TONGA,TONGA TRENCH,-21,-174,2,,
,1948,12,3,,6.9,MEXICO,MEXICO,22,-106,5,,4
,1948,12,26,100,7,CHILE,NORTHERN CHILE,-22.5,-69,,,
,1949,1,27,150,5.9,RUSSIA,KAMCHATKA,54.6,163.5,,,
,1949,2,9,15,,GREECE,WEST COAST OF GREECE,38.2,20,,,
,1949,4,13,70,7,USA,"PUGET SOUND, WA",47.167,-122.617,,,8
,1949,4,16,,,USA,"PUGET SOUND, WA",,,2.4,,
,1949,4,20,70,7.3,CHILE,CENTRAL CHILE,-38,-73.5,,,
,1949,5,9,,6.7,INDONESIA,BANDA ACEH,5,95,,,
,1949,7,23,,6.7,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",38.58,26.23,2,,7
,1949,7,27,,,USA,"COLUMBIA RIVER VALLEY, WA",,,19.81,,
,1949,8,22,25,8.1,CANADA,BRITISH COLUMBIA,53.6,-133.3,0.61,,
,1949,9,5,80,6.4,PHILIPPINES,NORTHERN LUZON ISLAND,17,121.5,0.1,,
,1949,9,27,50,6.7,USA,"GULF OF ALASKA, AK",59.75,-149,,,
,1949,10,19,60,7.5,PAPUA NEW GUINEA,SOLOMON SEA,-5.5,154,0.3,,
,1949,12,17,33,7.8,CHILE,SOUTHERN CHILE,-54,-71,,,1
,1949,12,17,33,7.8,CHILE,SOUTHERN CHILE,-54,-71,,,3
,1949,12,29,33,7.2,PHILIPPINES,E. LUZON ISLAND,17,121.63,,16,16
,1950,1,30,33,7,CHILE,SOUTHERN CHILE,-53.5,-71.5,,,
,1950,3,14,,5.8,NEW ZEALAND,N. NEW ZEALAND,-37.8,177.2,,,
,1950,4,30,,,PANAMA,OFF COAST,6.5,-83,,,
,1950,8,3,,6.8,VENEZUELA,EL TOCUYO,10.5,-68,,,
,1950,8,15,33,8.6,INDIA,INDIA-CHINA,28.5,96.5,0.5,,1530
,1950,10,5,33,7.7,COSTA RICA,COSTA RICA-NICARAGUA,11,-85,0.1,,
,1950,10,8,,7.6,INDONESIA,JAVA TRENCH,-3.8,128.3,,1,1
,1950,10,8,,,NORWAY,MID-NORWAY,63.433,10.383,,,
,1950,10,23,65,7.5,GUATEMALA,GUATEMALA,14.31,-91.917,0.2,,
,1950,11,8,33,7.3,SOLOMON ISLANDS,SOLOMON SEA,-10,159.5,,,
,1950,12,2,60,7.8,VANUATU,VANUATU ISLANDS,-18.25,167.5,,,
,1950,12,10,80,7,PERU,S. PERU,-14.25,-77.75,0.7,,4
,1950,12,14,50,7.5,MEXICO,S. MEXICO,16.48,-98.22,0.3,,
,1951,2,22,,,PAPUA NEW GUINEA,BISMARCK SEA,-3.7,142.2,6,,
,1951,2,23,,,USA,"COLUMBIA RIVER VALLEY, WA",,,3,,
,1951,8,3,100,6,NICARAGUA,COSIGUINA VOLCANO,13,-87.5,,,
,1951,8,21,12,6.9,USA,HAWAII,19.5,-156,3.6,,
,1951,10,22,21,7.3,TAIWAN,TAIWAN,23.8,121.7,0.3,,68
,1951,12,21,,6.3,CHINA,CHINA: GANSU AND SHANXI PROVINCES,26.7,100,2,,
,1951,12,22,,,SOLOMON ISLANDS,KAVACHI,-9.02,157.95,,,
,1952,1,9,,,NORWAY,MID-NORWAY,64.883,12.417,2,,
,1952,3,4,45,8.1,JAPAN,SE. HOKKAIDO ISLAND,42.15,143.85,6.54,33,33
,1952,3,9,20,7,JAPAN,SE. HOKKAIDO ISLAND,41.7,143.6,0.3,,
,1952,3,17,33,4.5,USA,HAWAII,19.1,-155,1,,
,1952,3,19,25,7.8,PHILIPPINES,"E. OF MINDANO, PHILIPPINES",9.5,127.25,0.33,,
,1952,4,10,,,USA,"COLUMBIA RIVER VALLEY, WA",,,19.81,,
,1952,5,6,,,USA,"LAKE HURON, MI",43.1,-82.4,1.52,,
,1952,5,13,64,6.9,COSTA RICA,COSTA RICA-PANAMA,10.3,-85.3,0.1,,
,1952,7,13,260,6.8,VANUATU,OFF EAST COAST OF VANUATU,-18.5,169.25,,,
,1952,9,16,,,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.15,,
,1952,9,23,,,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.05,,
,1952,9,24,,,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.15,,31
,1952,9,26,,,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.1,,
,1952,10,13,,,USA,"COLUMBIA RIVER VALLEY, WA",,,,,
,1952,11,4,22,9,RUSSIA,KAMCHATKA,52.755,160.057,18.4,10000,10000
,1953,2,14,,,USA,"COLUMBIA RIVER VALLEY, WA",,,,,
,1953,2,15,,5.5,PERU,CENTRAL PERU,-12,-77.5,0.7,,
,1953,2,16,,,USA,"COLUMBIA RIVER VALLEY, WA",,,4.8,,
,1953,3,11,,,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,6,,
,1953,3,17,,5.8,RUSSIA,N. KURIL ISLANDS,50,156.5,3,,
,1953,3,25,,,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.05,,
,1953,4,23,35,7.4,PAPUA NEW GUINEA,"RABAUL, NEW BRITAIN",-4.449,152.868,,,
,1953,5,6,60,7.6,CHILE,CENTRAL CHILE,-36.5,-72.5,,,9
,1953,5,31,33,7.2,DOMINICAN REPUBLIC,PUERTO PLATA,19.8,-70.7,0.06,,
,1953,6,27,,,PAPUA NEW GUINEA,BISMARCK SEA,-2.4,147.4,,,
,1953,8,12,,7.2,GREECE,IONIAN SEA,38.3,20.8,,,476
,1953,8,19,,,USA,"COLUMBIA RIVER VALLEY, WA",,,,,
,1953,9,10,,6.5,CYPRUS,LEVANTIAN SEA,35,32.5,,,40
,1953,9,14,33,6.4,FIJI,FIJI ISLANDS,-18.3,178.2,15,5,7
,1953,11,25,60,7.4,JAPAN,"KASHIMA, JAPAN",34,141.7,3,,1
,1953,12,12,30,7.4,PERU,N. PERU,-3.4,-80.6,1,,6
,1954,2,11,,7.3,CHINA,CHINA: GANSU AND SHANXI PROVINCES,,,,,
,1954,2,,,,ITALY,STROMBOLI ISLAND,38.789,15.213,,,
,1954,6,26,,,USA,"MICHIGAN CITY, IN (LAKE MICHIGAN)",41.7,-86.883,3,8,7
,1954,9,9,,6.7,ALGERIA,SEA OF ALBORAN,36.283,1.467,0.33,,1243
,1954,10,,,,GREENLAND,APUTITEQ POINT,67.47,-32.283,18.28,,
,1954,11,18,30,6.1,JAPAN,"MIYAGI, JAPAN",38.9,142.2,,,
,1955,1,18,,5.5,VENEZUELA,OFF THE COAST NEAR LA VELA,11.46,-69.57,,,
,1955,4,19,,6.2,GREECE,VOLOS GULF,39.4,23.1,,,8
,1955,4,19,30,7.1,CHILE,CENTRAL CHILE,-30,-72,1,1,1
,1955,5,17,,7.3,INDIA,LITTLE NICOBAR ISLAND,6.5,94,,,
,1955,9,8,33,6.5,PAPUA NEW GUINEA,SOLOMON SEA,-6.9,155.7,,,
,1955,9,23,10,6.8,CHINA,"JINSHA RIVER, YUNNAN PROVINCE",26.6,101.8,1,,
,1956,1,8,55,7.1,CHILE,NORTHERN CHILE,-19,-70,,,
,1956,3,2,,5.3,NEW ZEALAND,"LAKE TAUPO, NORTH ISLAND",-38.9,175.8,0.9,,
,1956,3,5,20,6.3,JAPAN,NE. HOKKAIDO ISLAND,44.3,144.1,0.4,,
,1956,3,30,,,RUSSIA,KAMCHATKA,55.978,160.587,0.3,,
,1956,7,9,20,7.8,GREECE,CYCLADES,36.9,26,30,3,56
,1956,7,9,,6.8,GREECE,"AMORGOS ISLAND, AEGEAN ISLANDS",36.8,25.5,10,,
,1956,8,12,50,6.5,JAPAN,IZU PENINSULA,33.8,138.8,,,
,1956,11,2,,5.8,GREECE,NORTH AEGEAN,39.5,23,1.2,,
,1956,12,18,33,7,CHILE,NORTHERN CHILE,-25.5,-71,,,
,1957,3,9,33,8.6,USA,"ANDREANOF ISLANDS, AK",51.292,-175.629,22.8,2,2
,1957,6,22,33,7.3,INDONESIA,NW. IRIAN JAYA,-1.5,137,1.8,,
,1957,7,28,25,7.9,MEXICO,S. MEXICO,16.5,-99.1,1.3,,65
,1957,7,29,33,7,CHILE,NORTHERN CHILE,-23.5,-71.5,,,
,1957,9,26,,5.5,INDONESIA,SOUTH OF JAVA,-8.2,107.3,0.7,,
,1957,10,26,,6,INDONESIA,MAKASSAR STRAIT,-2,116,,,
,1957,11,1,,,USA,HAWAII,,,0.1,,
,1957,11,,,,SOLOMON ISLANDS,"MALAITA ISLAND, SOLOMON ISLANDS",-8.57,160.72,2.7,,
,1958,1,19,60,7.6,ECUADOR,COLOMBIA-ECUADOR,1.5,-79.5,,4,115
,1958,2,7,,6.2,CHINA,SICHUAN PROVINCE,31.5,105,,,
,1958,4,9,,,PERU,PERU,,,,,
,1958,4,21,200,6.5,INDONESIA,"BENGKULU, SUMATRA",-4.5,104,,,
,1958,7,10,35,7.8,USA,"SE. ALASKA, AK",58.37,-136.665,524.6,5,5
,1958,9,17,40,5,RUSSIA,N. KURIL ISLANDS,48.6,156.1,0.23,,
,1958,10,7,,,VANUATU,KUWAE VOLCANO,-16.829,168.536,,,
,1958,11,4,,6.1,PACIFIC OCEAN,EAST PACIFIC RISE,-50,-115,0.1,,
,1958,11,6,40,8.3,RUSSIA,S. KURIL ISLANDS,44.53,148.54,5,,
,1958,11,12,29,7,RUSSIA,S. KURIL ISLANDS,44.2,148.8,1,,
,1959,1,22,40,6.8,JAPAN,SANRIKU,37.5,142.2,0.8,,
,1959,2,7,19,7.4,PERU,N. PERU,-4,-81.5,0.4,,
,1959,2,23,,,GREECE,"GRECIAN ARCHIPELAGO, CRETE",40.63,22.97,1,,
,1959,4,9,40,5,RUSSIA,S. KURIL ISLANDS,44.3,149,0.1,,
,1959,5,4,60,8.2,RUSSIA,KAMCHATKA,52.5,159.5,0.2,,
,1959,5,7,,,NORWAY,NORTHERN NORWAY,69.817,20.917,4,,9
,1959,8,17,33,7.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,156,1,,
,1959,8,18,5,7.5,USA,"HEGBEN LAKE, MONTANA",44.712,-111.215,1,,28
,1959,10,26,10,6.7,JAPAN,SANRIKU,37.5,143.2,0.11,,
,1960,1,13,160,7.8,PERU,S. PERU,-15.75,-72.75,5.7,,
,1960,2,29,,6.8,MOROCCO,MOROCCO,30.5,-9.5,,,13100
,1960,3,20,20,7.5,JAPAN,SANRIKU,39.8,143.4,1,,
,1960,3,23,20,6.7,JAPAN,SANRIKU,39.4,143.7,0.75,,
,1960,5,21,35,8.2,CHILE,CENTRAL CHILE,-37.872,-73.243,0.3,,
,1960,5,22,33,9.5,CHILE,SOUTHERN CHILE,-38.143,-73.407,25,2226,2226
,1960,5,24,,6.7,CHILE,SOUTHERN CHILE,,,,,
,1960,6,11,33,6.6,PAPUA NEW GUINEA,SOLOMON SEA,-9.4,152.3,,,
,1960,7,29,30,6.7,JAPAN,SANRIKU,40.3,142.5,0.3,,
,1960,11,1,55,7.4,CHILE,SOUTHERN CHILE,-38.5,-75.1,,,
,1960,11,20,93,6.8,PERU,N. PERU,-6.8,-80.7,9,66,66
,1961,1,16,40,6.8,JAPAN,"KASHIMA, JAPAN",36,142.3,0.4,,
,1961,1,16,20,6.4,JAPAN,"KASHIMA, JAPAN",36,141.9,0.4,,
,1961,1,16,20,6.5,JAPAN,"KASHIMA, JAPAN",36.2,141.9,0.4,,
,1961,2,12,80,6.6,RUSSIA,S. KURIL ISLANDS,43.2,147.9,1,,
,1961,2,26,74,7.6,JAPAN,SEIKAIDO,31.6,131.8,0.65,,2
,1961,3,18,,,SOLOMON ISLANDS,"HONIARA, GUADALCANAL",-9.43,159.95,3.6,,
,1961,5,23,,6.5,TURKEY,ASIA MINOR,36.7,28.5,,,
,1961,6,6,,,ITALY,AEGEAN SEA,,,0.9,,
,1961,6,16,120,6.5,COLOMBIA,NORTHEASTERN,8.9,-73.4,,,
,1961,7,18,60,6.6,JAPAN,RYUKYU ISLANDS,29.6,131.8,0.2,,
,1961,7,23,45,7.3,VANUATU,VANUATU ISLANDS,-18.421,168.411,0.9,,
,1961,8,1,25,6.4,SOLOMON ISLANDS,SOLOMON SEA,-9.849,160.614,0.9,,
,1961,8,11,80,7,JAPAN,SE. HOKKAIDO ISLAND,42.9,145.6,0.1,,
,1961,10,18,15,6.5,CHILE,CENTRAL CHILE,-36.7,-73,,,
,1961,11,15,60,6.9,JAPAN,SE. HOKKAIDO ISLAND,42.7,145.7,0.1,,
,1962,1,11,33,6.1,CROATIA,DALMATIAN COASTS,43.3,17.1,0.04,,
,1962,3,12,35,6.8,PANAMA,COSTA RICA-PANAMA,8.008,-82.757,0.1,,
,1962,4,12,25,7.2,JAPAN,SANRIKU,38.073,142.741,1,,
,1962,4,23,60,7,JAPAN,SE. HOKKAIDO ISLAND,42.2,143.9,0.1,,
,1962,5,11,40,7,MEXICO,S. MEXICO,17.2,-99.6,0.81,,4
,1962,5,19,33,7.2,MEXICO,S. MEXICO,17.2,-99.5,0.34,,3
,1962,5,21,60,5.7,JAPAN,OFF COAST OF HONSHU ISLAND,41.8,142.4,0.1,,
,1962,5,28,,4.5,GREECE,NORTH AEGEAN SEA,39.8,25,,,
,1962,12,21,33,6.5,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.47,-168.54,,,
,1963,2,7,,,GREECE,CORINTH GULF,38.31,22.02,6,2,2
,1963,2,13,47,7.3,TAIWAN,E. TAIWAN-RYUKYU ISLANDS,24.4,122.1,0.2,,15
,1963,3,28,,,CANADA,"GRAHAM ISLAND, BRITISH COLUMBIA",54,-132.25,5.5,1,1
,1963,3,30,,,INDONESIA,LESSER SUNDA: BALI: AGUNG VOLCANO,8.342,115.508,,,1028
,1963,9,18,,6.1,TURKEY,MARMARA SEA,40.75,29,,,1
,1963,9,24,75,7,PERU,CENTRAL PERU,-10.385,-78.022,,,1
,1963,10,9,,,ITALY,"VAJONT DAM, VAJONT RIVER",46.267,12.329,235,2000,2000
,1963,10,12,48,7.1,RUSSIA,S. KURIL ISLANDS,44.426,149.272,0.12,,
,1963,10,13,13,8.5,RUSSIA,S. KURIL ISLANDS,44.772,149.798,4.5,,
,1963,10,20,28,7.9,RUSSIA,S. KURIL ISLANDS,44.772,150.563,15,,
,1963,12,16,64,6.6,INDONESIA,JAVA,-6.4,105.4,,,
,1963,12,18,46,7.2,TONGA,TONGA TRENCH,-24.8,-176.6,,,
,1964,3,20,,,USA,"GULF OF ALASKA, AK",,,0.08,,
,1964,3,28,33,9.2,USA,"PRINCE WILLIAM SOUND, AK",61.017,-147.648,51.8,124,139
,1964,4,2,100,7,INDONESIA,OFF NORTHWEST COAST OF INDONESIA,5.8,95.4,,,
,1964,5,7,30,6.9,JAPAN,NW. HONSHU ISLAND,40.3,139,0.6,,
,1964,5,7,,6.6,JAPAN,NW. HONSHU ISLAND,40.4,139,,,
,1964,5,19,0,,USA,"LONG ISLAND, NY",40.8,-73.1,0.28,,
,1964,6,16,40,7.5,JAPAN,NW. HONSHU ISLAND,38.65,139.2,5.8,26,26
,1964,7,24,15,6.8,RUSSIA,S. KURIL ISLANDS,47.159,153.876,0.08,,
,1964,11,17,45,7.6,PAPUA NEW GUINEA,NEW BRITAIN,-5.7,150.7,0.05,,
,1964,12,10,40,6.3,JAPAN,NW. HONSHU ISLAND,40.4,138.9,0.1,,
,1965,1,24,6,7.6,INDONESIA,SANANA ISLAND,-2.4,126.1,,71,71
,1965,2,4,36,8.7,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.29,178.55,10.7,,
,1965,2,19,,,CHILE,SOUTHERN CHILE,-41.755,-72.396,60,27,27
,1965,2,23,36,7,CHILE,NORTHERN CHILE,-25.67,-70.63,,,
,1965,3,9,18,6.3,GREECE,AEGEAN SEA,39.4,24,,,38
,1965,3,22,58,6,CHILE,CENTRAL CHILE,-31.81,-71.26,,,
,1965,3,30,20,7.6,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",50.32,177.93,0.1,,
,1965,4,19,36,6,JAPAN,AICHI PREFECTURE,34.9,139,0.1,,
,1965,6,11,,7.2,RUSSIA,S. KURIL ISLANDS,44.7,148.7,0.1,,
,1965,7,2,40,6.5,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",53.03,-167.55,0.08,,
,1965,7,6,18,6.3,GREECE,NORTH CORINTH GULF,38.267,22.3,,1,2
,1965,8,11,13,7,VANUATU,VANUATU ISLANDS,-15.8,167.2,7,,
,1965,8,13,33,7.3,VANUATU,VANUATU ISLANDS,-15.9,166.8,2,,
,1965,8,23,,7.8,MEXICO,MEXICO,16.3,-95.8,0.4,,6
,1965,9,28,,,PHILIPPINES,"TAAL, LUZON ISLAND",14.002,120.993,4.7,355,355
,1965,10,3,28,6.5,CHILE,SOUTHERN CHILE,-42.9,-75.13,,,
,1966,3,12,48,7.6,TAIWAN,E. TAIWAN-RYUKYU ISLANDS,24.1,122.6,0.1,,7
,1966,5,8,,,NORWAY,EASTERN NORWAY,59.6,10.633,,,
,1966,6,15,31,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.343,160.883,0.2,,
,1966,7,12,,5.5,RUSSIA,BLACK SEA,44.75,37,0.2,,
,1966,10,17,38,8.1,PERU,CENTRAL PERU,-10.748,-78.638,3,,110
,1966,11,28,,,SOLOMON ISLANDS,"MOHAWK BAY, SANTA CRUZ ISLANDS",-10.28,166.23,,,
,1966,12,28,47,7.8,CHILE,NORTHERN CHILE,-25.5,-70.7,0.42,,3
,1966,12,31,83,7.8,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.893,166.445,2,,
,1966,12,31,23,7.2,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-12.334,166.684,0.8,,
,1966,,,,,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,,,
,1967,3,19,38,7,RUSSIA,S. KURIL ISLANDS,45.53,151.11,,,
,1967,4,11,33,5.5,INDONESIA,MAKASSAR STRAIT,-3.7,119.3,,13,71
,1967,4,12,100,6.1,INDONESIA,NORTHEAST SUMATRA,5.5,97.3,,,14
