,Country,lat,lng,Depth_km,Mag,Secondary_Effects,PDE_Shaking_Deaths,PDE_Deaths,Utsu_Deaths,EM-DAT_Deaths,Other_Deaths,Year,Month,Day,Max_Deaths,geometry,SUB,CCB,CRB,CTF,OCB,OSR,OTF,plates,closest_plate
19,Iran,35.20000076293945,58.20000076293945,,6.5,,,,200.0,0.0,,1903,09,25,200.0,POINT (58.20000076293945 35.20000076293945),23.7036339365206,8.009359529619594,11.208868155083959,8.73889604296474,10.763293639746337,20.129285367739577,12.79260388225392,8.009359529619594,CCB
20,Taiwan,23.5,120.5,,6.0,,,,3.0,0.0,,1904,04,24,3.0,POINT (120.5 23.5),1.8686166005898575,0.06649104002539577,1.6044020693080658,1.4852158092344658,2.0061031877747513,3.971498961349477,1.4852158092344658,0.06649104002539577,CCB
21,Greece,37.75,27.0,10.0,6.199999809265137,,,,4.0,0.0,,1904,08,11,4.0,POINT (27 37.75),3.008430947440757,6.700217608406461,0.9998300372887915,1.2707153348583518,7.001782915800804,2.26491545096059,9.02581741450601,0.9998300372887915,CRB
22,China,30.0,101.0,0.0,6.800000190734863,,,,565.0,0.0,,1904,08,30,565.0,POINT (101 30),18.57368700608471,4.124559734080719,4.474632283393502,4.211252189076304,17.771346178610106,17.944072809705162,16.02453699799155,4.124559734080719,CCB
23,Taiwan,23.5,120.30000305175781,,6.300000190734863,,,,145.0,0.0,,1904,11,05,145.0,POINT (120.3000030517578 23.5),1.8741737038692363,0.12808015126002334,1.744734426217038,1.4072985335766468,2.2056374512080272,4.155957231936003,1.6605592349897342,0.12808015126002334,CCB
24,India,33.0,76.0,0.0,7.800000190734863,,,,20000.0,0.0,,1905,04,04,20000.0,POINT (76 33),25.101630405214717,0.7710448181783305,6.078357578752221,0.87369674372748,13.951871128991977,24.55644772763357,13.951871128991977,0.7710448181783305,CCB
25,Albania,42.099998474121094,19.600000381469727,20.0,6.599999904632568,,,,120.0,0.0,,1905,06,01,120.0,POINT (19.60000038146973 42.09999847412109),3.4551804194954387,4.042936595894482,3.7242715108586104,3.7242715108586104,3.357631914869105,10.833919765039512,3.3577510791559244,3.357631914869105,OCB
26,Japan,34.099998474121094,132.5,55.0,7.0,,,,11.0,0.0,,1905,06,02,11.0,POINT (132.5 34.09999847412109),2.7010278776461702,4.797033209473891,2.4665771550755897,3.830614305773555,7.186724907681104,2.85236766982359,8.380986953170044,2.4665771550755897,CRB
27,Italy,39.0,16.0,0.0,6.800000190734863,T,,,557.0,0.0,,1905,09,08,557.0,POINT (16 39),1.504467015258228,0.7791126334758168,0.7884935002902695,1.5325015497545167,1.9673586353280899,13.05843949329322,1.9673586353280899,0.7791126334758168,CCB
28,Greece,40.0,24.0,0.0,6.800000190734863,,,,,0.0,,1905,11,08,0.0,POINT (24 40),4.298129050056511,4.168542790952252,0.08005789713048932,0.08202438661764022,4.514029685325518,6.014718779793452,6.020621230404715,0.08005789713048932,CRB
29,Ecuador,1.0,-81.5,0.0,8.800000190734863,T,,,1000.0,0.0,,1906,01,31,1000.0,POINT (-81.5 1),0.8030395692313504,3.5166717192638175,6.398188806216958,4.00797220364069,5.996097814412303,2.4882845496445927,2.4882845496445927,0.8030395692313504,SUB
30,Taiwan,23.600000381469727,120.4000015258789,5.0,6.800000190734863,,,,1258.0,0.0,,1906,03,16,1258.0,POINT (120.4000015258789 23.60000038146973),1.968687213037131,0.05394468006948708,1.6034031251747345,1.5266503502449726,2.101438449123108,4.025964659618011,1.5266503502449726,0.05394468006948708,CCB
31,Taiwan,23.600000381469727,120.4000015258789,5.0,7.099999904632568,,,,15.0,0.0,,1906,04,13,15.0,POINT (120.4000015258789 23.60000038146973),1.968687213037131,0.05394468006948708,1.6034031251747345,1.5266503502449726,2.101438449123108,4.025964659618011,1.5266503502449726,0.05394468006948708,CCB
32,United States,38.0,-123.0,0.0,7.800000190734863,F,,,700.0,0.0,,1906,04,18,700.0,POINT (-123 38),2.89560580880755,2.710309391932956,8.76122074827475,0.1406888985245065,21.608511031535702,5.193239932835759,2.89560580880755,0.1406888985245065,CTF
33,Chile,-33.0,-72.0,0.0,8.199999809265137,T,,,3760.0,0.0,,1906,08,17,3760.0,POINT (-72 -33),0.8764386197197059,14.380210325304704,11.66215434643188,11.342717707851145,26.028068887260922,12.989432512623486,11.056738850131172,0.8764386197197059,SUB
34,China,43.5,85.0,0.0,7.199999809265137,,,,285.0,0.0,,1906,12,22,285.0,POINT (85 43.5),30.61213564911798,14.52553207287086,19.000050868352965,14.659275084396228,27.647399660727583,32.335951339028206,27.647399660727583,14.52553207287086,CCB
35,Indonesia,2.0,94.5,50.0,7.5,T,,,400.0,0.0,,1907,01,04,400.0,POINT (94.5 2),0.33955523144798816,12.557085649146464,1.82368555403611,3.356072853798018,0.28138026464816474,4.837000930328626,5.1532523710759595,0.28138026464816474,OCB
36,Jamaica,18.200000762939453,-76.69999694824219,,6.5,T,,,1000.0,0.0,,1907,01,14,1000.0,POINT (-76.69999694824219 18.20000076293945),5.970569131869488,6.334705453588649,7.772113714442152,1.680582158161189,5.780388728049434,4.941058557346205,1.572211385029598,1.572211385029598,OTF
37,Mexico,17.0,-100.0,0.0,7.900000095367432,T,,,28.0,0.0,,1907,04,15,28.0,POINT (-100 17),0.6264118689016924,14.968003507482223,9.872149512644143,12.299826421539453,5.534948328575434,4.997516983462885,4.997516983462885,0.6264118689016924,SUB
38,Philippines,14.0,123.0,0.0,7.099999904632568,,,,2.0,0.0,,1907,04,18,2.0,POINT (123 14),2.0177950837486005,8.04610017337592,8.457948687477357,1.8844893207444826,9.465376425068728,11.129366738498646,1.2752942012244066,1.2752942012244066,OTF
39,Tajikistan,38.0,69.0,0.0,7.199999809265137,,,,15000.0,0.0,,1907,10,21,15000.0,POINT (69 38),33.49468389162674,4.79309972773361,6.159458823630529,7.106236697436977,14.185440000225581,24.985613860779967,14.185440000225581,4.79309972773361,CCB
40,Taiwan,23.0,121.0999984741211,5.0,6.800000190734863,,,,2.0,0.0,,1908,01,11,2.0,POINT (121.0999984741211 23),1.513712661789966,0.7279462796529537,1.7564473944833328,1.4269085717542926,1.5415103877415286,3.6844556316720816,1.396599353477404,0.7279462796529537,CCB
41,Italy,38.0,15.5,0.0,7.199999809265137,T,,,82000.0,0.0,,1908,12,28,82000.0,POINT (15.5 38),0.6710340281605602,0.3297301927333915,0.012258429210794907,0.41540462202531964,2.724059470716454,13.389691631998105,2.724059470716454,0.012258429210794907,CRB
42,Turkey,38.599998474121094,26.899999618530273,,5.800000190734863,,,,8.0,0.0,,1909,01,19,8.0,POINT (26.89999961853027 38.59999847412109),3.7870273829728287,6.6357473181825295,0.364246570696877,1.5189429181690908,6.934612939732386,2.9294089179063714,8.847320187274631,0.364246570696877,CRB
43,Iran,33.0,50.0,,7.300000190734863,,,,,0.0,8000,1909,01,23,0.0,POINT (50 33),15.602442917697214,1.6355837230153378,13.91923482092317,3.5815266298046713,11.600106594337829,18.435510353662576,16.32073261223282,1.6355837230153378,CCB
44,Turkey,40.0,38.0,60.0,6.800000190734863,,,,,0.0,,1909,02,09,0.0,POINT (38 40),6.28062297865427,1.8819570980076294,3.6119324467658607,0.2619342115870465,18.12116066922867,9.4492692839182,19.962762333905594,0.2619342115870465,CTF
45,Taiwan,25.0,122.5,5.0,7.099999904632568,,,,9.0,0.0,,1909,04,14,9.0,POINT (122.5 25),3.453534421429731,1.1655874055599669,0.040433389798295194,0.968653570507772,1.357000368459787,1.6494859805406008,1.0343971124472058,0.040433389798295194,CRB
46,Portugal,38.900001525878906,-8.800000190734863,,6.599999904632568,,,,30.0,0.0,,1909,04,23,30.0,POINT (-8.800000190734863 38.90000152587891),19.174205641174535,5.725053802104369,4.942384607124247,2.849041014127808,2.5383727887006278,6.615458662450611,2.538198453018017,2.538198453018017,OTF
47,China,24.399999618530273,103.0,,6.5,,,,19.0,0.0,,1909,05,11,19.0,POINT (103 24.39999961853027),15.286524812657458,6.439957105387131,3.0572726035606808,4.775237824421447,14.498742613012986,13.711722730566331,10.72220971082246,3.0572726035606808,CRB
48,Indonesia,-2.0,101.0,0.0,7.199999809265137,T,,,200.0,0.0,,1909,06,03,200.0,POINT (101 -2),2.091856571755077,16.543125944028837,5.681744274428412,7.98712870811533,7.286649229927293,10.971853899865783,10.997227377843927,2.091856571755077,SUB
49,France,43.70000076293945,5.400000095367432,,6.199999809265137,,,,,0.0,46,1909,06,11,0.0,POINT (5.400000095367432 43.70000076293945),7.062645446556043,6.531762066888315,11.576179347623217,11.658060232659043,6.525921882265551,21.60147921114691,13.35194759263989,6.525921882265551,OCB
50,Japan,35.400001525878906,136.3000030517578,5.0,6.699999809265137,,,,41.0,0.0,,1909,08,14,41.0,POINT (136.3000030517578 35.40000152587891),2.3510464700184754,1.8359587388763359,5.780436596548369,2.959279518780773,3.6875571837643633,5.7678919018910095,4.652259210859421,1.8359587388763359,CCB
51,Pakistan,30.0,68.0,0.0,7.0,,,,231.0,0.0,,1909,10,20,231.0,POINT (68 30),29.059763402340355,0.008781929228293217,1.6167649798285484,0.7284408006145706,6.355683126147806,17.37668337169093,6.355683126147806,0.008781929228293217,CCB
52,Japan,32.29999923706055,131.10000610351562,150.0,7.5,,,,2.0,0.0,,1909,11,10,2.0,POINT (131.1000061035156 32.29999923706055),2.2906549728201373,2.613649344739015,0.3697754407462949,1.7337913558658142,9.147010111470685,1.5666506115042416,10.021039124687954,0.3697754407462949,CRB
53,China,35.0,122.0,0.0,6.800000190734863,,,,1.0,0.0,,1910,01,08,1.0,POINT (122 35),11.041725272800443,4.693609885599963,3.470652982455946,3.456571906371126,11.36804512658179,10.159665545676194,10.747272491195151,3.456571906371126,CTF
54,Greece,36.0,24.5,150.0,6.900000095367432,,,,6.0,0.0,,1910,02,18,6.0,POINT (24.5 36),1.470178613246066,4.571041019286525,2.8811403992169495,2.8811403992169495,4.88778722941169,4.304165656663323,7.105200912008047,1.470178613246066,SUB
55,Japan,25.0,123.0,200.0,7.599999904632568,,,,20.0,0.0,,1910,04,12,20.0,POINT (123 25),3.0210759672672896,1.6654110603691874,0.07626172313508607,1.4215040461290258,1.4453965944827611,1.150132166318285,1.3577659725347972,0.07626172313508607,CRB
56,Algeria,36.099998474121094,3.4000000953674316,33.0,6.400000095367432,,,,81.0,0.0,,1910,06,24,81.0,POINT (3.400000095367432 36.09999847412109),7.436730501961335,0.7187177382780865,9.555058858479303,9.440223535784572,1.999722646910911,18.56585835202531,12.18509861160633,0.7187177382780865,CCB
57,Kazakhstan,43.5,77.5,0.0,7.800000190734863,,,,450.0,0.0,,1911,01,03,450.0,POINT (77.5 43.5),33.15679189849344,10.157204585908465,13.834085911255578,11.457283534939686,22.826491364202248,33.845149209303244,22.826491364202248,10.157204585908465,CCB
58,Kyrgyzstan,40.0,73.0,0.0,7.199999809265137,L,,,90.0,0.0,,1911,02,18,90.0,POINT (73 40),32.472909463120175,5.3454471281643015,8.64586218951008,8.25635185781226,17.534956743602187,28.547313796572876,17.534956743602187,5.3454471281643015,CCB
59,Iran,32.0,56.0,50.0,6.699999809265137,,,,700.0,0.0,,1911,04,18,700.0,POINT (56 32),21.67962695712267,4.6512743415111535,11.750826736872597,5.504482991162747,7.775890495628136,17.172182883955085,11.580138945625826,4.6512743415111535,CCB
60,Mexico,17.5,-102.5,0.0,7.599999904632568,,,,1300.0,0.0,,1911,06,07,1300.0,POINT (-102.5 17.5),0.17418092387614004,17.437492050177404,12.390130588496636,14.468678792481363,3.023020509358149,2.8846134261031917,3.1094303336785005,0.17418092387614004,SUB
61,Japan,28.0,130.0,90.0,8.100000381469727,T,,,12.0,0.0,,1911,06,15,12.0,POINT (130 28),0.5838722876320701,1.6519836560934822,1.4976815415835352,1.4976815415835352,6.414584943704467,3.943434302708782,8.672857084029456,0.5838722876320701,SUB
62,Greece,38.0,20.5,60.0,6.800000190734863,,,,,0.0,,1912,01,24,0.0,POINT (20.5 38),0.2800285699709923,0.2109726304833789,0.46760620727270685,0.2464731222669126,0.5083935483461605,8.449487676776624,2.6374002350799914,0.2109726304833789,CCB
63,Iceland,64.0,-20.0,0.0,7.0,,,,1.0,0.0,,1912,05,06,1.0,POINT (-20 64),39.539453132282944,32.723654690802306,32.369534318553306,30.115159405189935,26.44745590789405,0.7743952479193039,0.06024961712353767,0.06024961712353767,OTF
64,Burma,21.0,97.0,0.0,7.699999809265137,,,,,0.0,,1912,05,23,0.0,POINT (97 21),8.797491062797395,1.059648184508426,5.94034990551903,1.2784697884580565,7.991792352157308,8.219108771636984,11.231450307061861,1.059648184508426,CCB
65,Turkey,40.5,27.0,0.0,7.599999904632568,,,,2836.0,0.0,,1912,08,09,2836.0,POINT (27 40.5),5.484540545934547,7.128797163617435,0.38607900745831936,0.1864070837632712,7.464480156045697,4.509084385992352,9.062001986316266,0.1864070837632712,CTF
66,Mexico,19.829999923706055,-99.91999816894531,15.0,6.699999809265137,,,,,0.0,164,1912,11,19,0.0,POINT (-99.91999816894531 19.82999992370605),3.2943212412100857,16.377116929801993,11.154109630810128,12.711255043745416,5.4330076702592764,5.854169860028354,5.991842575712521,3.2943212412100857,SUB
67,Indonesia,4.5,126.5,0.0,7.900000095367432,T,,,,0.0,,1913,03,14,0.0,POINT (126.5 4.5),1.3945178378206604,2.3773255982300774,2.717289274258441,3.03753930015729,2.1858865478336247,6.291017005067761,3.955367998050239,1.3945178378206604,SUB
68,Bulgaria,43.5,25.5,0.0,6.800000190734863,,,,500.0,0.0,,1913,06,14,500.0,POINT (25.5 43.5),7.712614083435004,7.498383092373981,3.2300243033141394,3.1445537044229375,7.843498199145582,7.860206231391136,8.690217488647795,3.1445537044229375,CTF
69,Peru,-17.0,-74.0,0.0,7.800000190734863,T,,,,0.0,,1913,08,06,0.0,POINT (-74 -17),0.25487278874977676,5.049594043089007,2.284871809711882,4.5720096237868955,24.929183480411066,21.15706075994489,5.64831603223474,0.25487278874977676,SUB
70,Peru,-14.199999809265137,-72.9000015258789,10.0,6.300000190734863,,,,150.0,0.0,,1913,11,04,150.0,POINT (-72.90000152587891 -14.19999980926514),3.1273339663317548,2.04362470386301,1.3813475902969927,1.744439392627649,22.563673425036285,19.541268540233034,7.853423116052156,1.3813475902969927,CRB
71,China,24.5,102.0,0.0,7.199999809265137,,,,1314.0,0.0,,1913,12,21,1314.0,POINT (102 24.5),14.661543199813588,5.546588591197294,3.8898053266854213,5.38874205116214,13.865812093058238,13.27884592123879,11.59322155399439,3.8898053266854213,CRB
72,Japan,31.600000381469727,130.60000610351562,5.0,6.699999809265137,T,,,35.0,0.0,,1914,01,12,35.0,POINT (130.6000061035156 31.60000038146973),2.271045451645039,1.8535578320892276,0.3951058076933657,1.1739791261058496,9.647329574390396,1.7038749626045016,10.679504361119804,0.3951058076933657,CRB
73,Japan,39.5,140.39999389648438,5.0,7.0,,,,94.0,0.0,,1914,03,14,94.0,POINT (140.3999938964844 39.5),3.7430014108748155,2.6765963357169094,11.578433000396299,4.635055314301952,1.8363517361245696,11.555939881864221,4.993170008856289,1.8363517361245696,OCB
74,Italy,37.70000076293945,15.199999809265137,,4.900000095367432,,,,69.0,0.0,,1914,05,08,69.0,POINT (15.19999980926514 37.70000076293945),0.4002819207436484,0.5925268661787114,0.1617134572784669,0.1672159819872658,3.127059131167027,13.654810479349196,3.127059131167027,0.1617134572784669,CRB
75,Indonesia,-2.0,137.0,0.0,7.900000095367432,T,,,,0.0,,1914,05,26,0.0,POINT (137 -2),1.450751874029464,2.0107792021999913,0.49780518277735747,0.39550293798330194,4.18093051843725,1.977048241212328,8.529268784602817,0.39550293798330194,CTF
76,Indonesia,-4.5,102.5,0.0,7.599999904632568,,,,,0.0,,1914,06,25,0.0,POINT (102.5 -4.5),1.8325064578908006,17.073352951309825,8.50695115772978,10.900147934775935,10.00890888159144,13.877160300291987,13.909888928384728,1.8325064578908006,SUB
77,China,43.5,91.5,0.0,7.199999809265137,,,,,0.0,,1914,08,04,0.0,POINT (91.5 43.5),29.790415388174768,15.822125173313475,15.053065622886011,16.88874314447348,29.133756108679155,30.84313130990432,32.48556273177363,15.053065622886011,CRB
78,Turkey,37.5,32.5,0.0,7.099999904632568,,,,4000.0,0.0,,1914,10,03,4000.0,POINT (32.5 37.5),2.9439933058485677,4.182475104528414,3.5489825302472244,3.3174022299450994,12.506656787487213,3.459001300953787,14.516331492494926,2.9439933058485677,SUB
79,Italy,42.0,13.5,0.0,6.900000095367432,,,,32610.0,0.0,,1915,01,13,32610.0,POINT (13.5 42),3.3264330746311463,3.390194832159355,4.274660454351901,4.756948706891843,5.282092388438506,16.29576147346297,5.282092388438506,3.3264330746311463,SUB
80,Japan,42.099998474121094,143.60000610351562,35.0,7.199999809265137,,,,2.0,0.0,,1915,03,17,2.0,POINT (143.6000061035156 42.09999847412109),1.5140761092272417,5.46687087970655,11.994280176873609,8.323063358594721,4.777092422954667,15.646295413696402,8.048164462806188,1.5140761092272417,SUB
81,United States,32.79999923706055,-115.5,,6.199999809265137,,,,6.0,0.0,,1915,06,23,6.0,POINT (-115.5 32.79999923706055),11.91048884235777,1.699460471779847,0.11107257072463522,0.00246556915823701,12.905802275548389,3.439726075466441,3.2361088826048188,0.00246556915823701,CTF
82,El Salvador,14.0,-89.0,80.0,7.400000095367432,,,,7.0,0.0,,1915,09,07,7.0,POINT (-89 14),1.8138573689792656,4.439271223973595,1.0641320219663926,2.5879972952072436,8.644122396171866,8.29733866971814,3.204330195220215,1.0641320219663926,CRB
83,China,29.5,91.5,0.0,7.0,,,,170.0,0.0,,1915,12,03,170.0,POINT (91.5 29.5),15.795216016249983,2.4777028975423767,13.539506933415257,6.235326775719132,15.150173101321318,17.058802683658662,19.494088232076923,2.4777028975423767,CCB
84,Taiwan,23.899999618530273,120.5,5.0,7.199999809265137,,,,16.0,0.0,,1916,08,28,16.0,POINT (120.5 23.89999961853027),2.268507498258152,0.02633810676001199,1.3346559869439232,1.309085972704441,2.017436443589915,3.8310318313268135,1.3273531070682139,0.02633810676001199,CCB
85,Taiwan,24.0,121.0,,6.0,,,,1.0,0.0,,1916,11,14,1.0,POINT (121 24),2.43058182335012,0.37074726035645866,0.89894716196226,0.8137674473575663,1.5428707009986333,3.324876539061259,0.8196743255708292,0.37074726035645866,CCB
86,Taiwan,21.899999618530273,120.9000015258789,0.0,6.5,,,,54.0,0.0,,1917,01,04,54.0,POINT (120.9000015258789 21.89999961853027),0.5220432575201036,0.464586900972878,2.8714640985793225,1.3340499218097723,2.366695257937046,4.5385456378019535,2.364955387828084,0.464586900972878,CCB
87,Indonesia,-7.0,116.0,,6.599999904632568,T,,,15000.0,0.0,,1917,01,21,15000.0,POINT (116 -7),4.239979995894722,4.6812798463668015,7.066474722235978,4.411510965644307,4.614996533043125,17.94389907461585,9.368823618790136,4.239979995894722,SUB
88,China,31.0,114.0,0.0,6.5,,,,,0.0,,1917,01,24,0.0,POINT (114 31),11.374872658627874,3.600881178343973,2.4746363369190276,3.6567588107503055,11.242439681848422,11.75358685678546,10.29601214062998,2.4746363369190276,CRB
89,Philippines,6.0,125.0,,6.400000095367432,,,,7.0,0.0,,1917,01,31,7.0,POINT (125 6),2.293972318926277,4.41957882608739,4.822516044555988,4.871502950835605,4.105618102064535,8.013644614031739,4.291495776532931,2.293972318926277,SUB
90,China,29.0,104.0,0.0,7.300000190734863,,,,1879.0,0.0,,1917,07,30,1879.0,POINT (104 29),18.026528451146657,6.65677436901687,1.3443326973058618,6.6547499577369535,18.587273737694833,18.18779120729068,13.389614856298147,1.3443326973058618,CRB
91,Colombia,4.0,-74.0,0.0,7.099999904632568,,,,,0.0,,1917,08,31,0.0,POINT (-74 4),4.159548738748744,0.21940486946664609,7.50854140296236,0.44123463146040687,6.119734634769716,7.569598404142725,5.720217216155345,0.21940486946664609,CCB
92,China,23.540000915527344,117.24299621582031,15.0,7.199999809265137,,,,,0.0,,1918,02,13,0.0,POINT (117.2429962158203 23.54000091552734),3.733386235113201,1.8956745544134146,2.193849996889725,1.8956745544134146,5.259012512425709,7.072480078305129,4.592009801915622,1.8956745544134146,CCB
93,United States,33.8120002746582,-117.44000244140625,15.0,6.800000190734863,,,,1.0,0.0,,1918,04,21,1.0,POINT (-117.4400024414062 33.8120002746582),9.776613205737625,0.45481873227098235,1.8530682091401178,0.8132058055972169,14.840514236126378,5.4204822814674305,5.209307088768982,0.45481873227098235,CCB
94,Philippines,5.6529998779296875,123.56300354003906,35.0,8.199999809265137,,,,,0.0,,1918,08,15,0.0,POINT (123.5630035400391 5.652999877929688),3.450372714350214,5.117930899700027,5.632234031996057,4.2990910840192935,4.678216087854534,9.353478085603449,3.6494243451922768,3.450372714350214,SUB
95,Russian Federation,46.8120002746582,150.2530059814453,242.39999389648438,7.599999904632568,T,,,24.0,0.0,,1918,09,07,24.0,POINT (150.2530059814453 46.8120002746582),2.40387034833003,7.6138279588553734,10.663027472028645,10.663027472028645,11.94422061339191,23.69872617509597,15.388159287101685,2.40387034833003,SUB
96,Puerto Rico,18.472999572753906,-67.63099670410156,35.0,7.300000190734863,T,,,116.0,0.0,,1918,10,11,116.0,POINT (-67.63099670410156 18.47299957275391),6.031607048623135,2.6971589880054165,5.985429687852732,2.1629604260875053,3.3636108656550934,12.166521661539473,1.2382703307596605,1.2382703307596605,OTF
97,Papua New Guinea,-5.4770002365112305,152.62899780273438,232.8000030517578,7.599999904632568,T,,,,0.0,,1919,05,06,0.0,POINT (152.6289978027344 -5.47700023651123),0.1647574835052183,2.635899606527559,1.877958645062911,0.7271723974669503,2.1260620686407736,2.2376871184235014,0.7206580572566413,0.1647574835052183,SUB
98,Taiwan,23.812999725341797,122.08000183105469,35.0,7.900000095367432,,,,5.0,0.0,,1920,06,05,5.0,POINT (122.0800018310547 23.8129997253418),2.7216079372052118,1.3565038038506576,0.9974733827763054,0.5347582118081058,0.454025731508244,2.4200549822786974,0.14261026495109536,0.14261026495109536,OTF
99,Mexico,19.270000457763672,-97.08000183105469,15.0,6.199999809265137,L,,,,0.0,1500,1920,01,04,0.0,POINT (-97.08000183105469 19.27000045776367),3.788164507435903,13.800648371541033,8.539927064588852,9.831980829433002,8.182782140363031,8.45350435677641,8.595352918280811,3.788164507435903,SUB
